category/name/pt-BR,title/pt-BR,body/pt-BR
Direitos Humanos e Cidadania,Valorização LGBTQIA+ no mercado de trabalho,"Programa de valorização a diversidade no mercado de trabalho, priorizando pessoas pretas, trans e deficientes.
Já é de conhecimento as dificuldades para inserção no mercado para essas pessoas, sobretudo somatizado a desigualdade sexual. A ideia é apoiar empresas na criação de programas de conscientização de colaboradores, capacitação de pessoas não imersas no mercado e contratação de profissionais através de publicidade e um plano de isenção fiscal. Os programas podem ser custeadas pelo governo"
Desenvolvimento Agrário e Agricultura Familiar,"Educação nas áreas de Reforma Agrária, dos povos do campo, das florestas e das águas","Desenvolver um amplo programa de alfabetização de adultos para a população do campo por meio do método Sim, Eu Posso e Círculos de Leitura; e, Fortalecer o Programa Nacional de Educação na Reforma Agrária (PRONERA) com recursos dos cursos em andamento, implementação imediata dos Projetos aprovados e criação de novos cursos nas distintas áreas do conhecimento, conforme demanda da juventude no campo."
Mulheres,Autizando: Rede de Apoio a Famílias Atípicas,"A proposta é a criação de um Programa Transversal a diversos ministérios (MDS, MEC, MS, Direitos Humanos, Igualdade Racial, Povos Originários), a fim de instituir E ofertar uma rede forte de apoio às famílias atípicas, especialmente às mulheres trans, pretas, indígenas, com deficiência que sejam responsáveis por crianças que possuem o Transtorno do Espectro Autista. O atendimento tanto aos autistas quanto às famílias atípicas, no Brasil, é inadequado, o que é pior em populações vulnerabilizadas"
Educação,Promoção de Centros de Estudo e Bibliotecas Públicas nos Municípios para o Desenvolvimento Educacional e Acesso à Informação,"O programa tem como objetivo de criar Centros promovendo o desenvolvimento educacional e o acesso à informação para a população em geral dos municípios. Prioriza a criação de salas de estudos individuais, oferecendo um ambiente propício para a pesquisa e o aprendizado autônomo. Com parcerias, monitoramento e capacitação, busca-se disponibilizar recursos atualizados e estimular o autodidatismo, contribuindo para o enriquecimento do conhecimento e o desenvolvimento educacional da comunidade."
"Desenvolvimento e Assistência Social, Família e Combate à Fome",Moradores de rua,"Hoje em dia , os moradores de rua passam fome , por falta de recursos , de alimentação. Se estiver um projeto pra eles , pra não passar dificuldade pra oferecer uma estagiar melhores pra eles."
Trabalho e Emprego,Melhores licenças maternidade e paternidade,"Tive meu filho há 6 meses de terminar meu doutorado. Fui bolsista CAPES e minha tese teve excelência reconhecida pela banca. No entanto, tive burnout elevado, pânico e muita ansiedade porque não houve um dia sequer de extensão de prazo. No trabalho, 2 meses de ""férias"" acumuladas viraram a minha licença. Insuficiente, pois até o terceiro mês o bebê só dormia no meu colo. Licença maternidade com 1 acompanhante e licença paternidade pelo mesmo período é o mínimo para igualdade e justiça."
Educação,Ciência nas escolas,"A proposta visa integrar universidades públicas e privadas com a educação básica.
Cientistas, professores universitários e alunos de pós-graduação fazem visitas mensais aos colégios, levando conteúdos e atividades lúdicas sobre ciência para aproximar crianças e adolescentes da ciência. Uma medida importante no combate à desinformação.
As escolas reservam um dia por mês para a visita, envolvendo também toda a comunidade escolar.
As universidades e os cientistas recebem incentivos."
Justiça e Segurança Pública,Aumento no número de cargos para a Polícia Federal,"O aumento no número de cargos para a Polícia Federal é essencial para fortalecer a segurança pública do país. Com o crescimento da criminalidade e a complexidade dos crimes modernos, é fundamental que a instituição esteja capacitada para lidar com os desafios atuais. A expansão de cargos permitirá um maior efetivo policial, promovendo investigações mais rápidas e eficientes, combate ao crime organizado e reforço nas fronteiras. Além disso, fortalecerá a confiança na justiça brasileira."
Transportes,Propostas de Investimentos Santarém Pará ,"✓ Ponte de concreto para veículos e pedestres, de Integração logística
entre os bairros Mapiri e Maracanã;
✓ Corredores logísticos e terminais de integração de transporte público;
✓ Pavimentação asfáltica e sinalização de vias urbanas;
✓ Duplicação rodovia federal BR 163 do Km 30 até Santarém;
✓ Extensão da Ferrogrão até Santarém;
✓ Conclusão da pavimentação da Transamazônica de Medicilândia até
Rurópolis;
✓ Incremento ao financiamento em saúde de média e alta
complexidade;
✓ Saneamento básico;"
Meio Ambiente e Mudança do Clima,Mas verba para Habitação ,"Mas dinheiro para Habitação interesse social, Entidades"
Direitos Humanos e Cidadania,A Juventude é a força 💪,"Abrir mais cursos para os estudantes dentro das escolas, cursos profissionais para ter de verdade uma chance de trabalhar há 1 primeira vez."
Portos e Aeroportos,Propostas de Investimentos Santarém Pará ,"✓ Ampliação do Porto da Companhia Docas do Pará (CDP);
✓ Reativação a operação de movimentação de carga em contêiner no
porto da Companhia Docas do Pará (CDP);
✓ Implantação do Curso de Medicina na Universidade Federal do Oeste
do Pará ;
✓ Construção do Hospital Universitário;
✓ Infraestrutura em assentamentos, Aldeias e Quilombos, manutenção
de ramais, energia fotovoltaica e construção de microssistemas de
abastecimento de água;
✓ Construção de casas populares para moradores da região de várzea"
"Desenvolvimento, Indústria, Comércio e Serviços",Propostas de Investimentos Santarém Pará ,"Regularização Fundiária – INCRA;
✓ Criação da área de Livre Comércio de Santarém;
✓ Incentivo a Bioeconomia;
✓ Criação do polo tecnológico;
✓ Incentivo a implantação da HUB da Aviação no aeroporto de
Santarém, visando aumentar a oferta de voos e redução de preços
das passagens aéreas;
✓ Fomentar o turismo como política de desenvolvimento sustentável
para Amazônia."
Educação,Educação emocional e sexual nas escolas ,"Nossas escolas precisam urgentemente de educação emocional e educação sexual (uma das formas mais eficazes de combater o abuso). Implementar essas duas matérias no plano de ensino é uma das formas de transformar o futuro, reduzir danos, combater violências intra e extrafamiliares. Não adianta fazer policiamento com armas na escolas, esse não é o caminho. É preciso estratégias para o combate à violências, educar, orientar, prevenir e promover, saúde emocional para a comunidade.Profs, alunos, pais"
Desenvolvimento Agrário e Agricultura Familiar,Mais oportunidades a pequenos agricultores,"Por meio de cursos, ajudar no desenvolvimento da agricultura e dá um rumo como fazer o escoamento de seus produtos, com objetivo de melhorar e qualificar a produção dos agricultores, levando projetos que ajude-os financeiramente."
Meio Ambiente e Mudança do Clima,A coeducação entre gerações como condição para uma nova humanidade e outro mundo possível,"Promover espaços que facilitem encontros, diálogos e trocas entre as diferentes gerações, como fecundos campos de aprendizagens significativas e de potência de ação coletiva para serem redescobertos, tais como são os povos originários, como autênticos ""coletivos educadores"". Isso, para o desenvolvimento de consciência ética sobre todas as formas de vida no planeta. Esta é uma condição para a construção de uma nova humanidade (provável) e outro mundo (possível)."
Transportes,Nossa Água - Agência Municipal de Águas,"Proponho que se crie no domínio da ANA (Agência Nacional de Águas) a AMA (Agência Municipal de Águas).

A AMA será a autarquia  para a aplicação do novo código do saneamento básico com a função de implantar nos municípios que não tem, o tratamento de água e esgoto. Onde opera o sistema não fiscaliza, onde o tratamento já é feito, fiscalizar.

Sua função em todos os municípios, conservação e proteção de nascentes e mananciais, programas de produção de águas, composição de reservas ecológicas."
Direitos Humanos e Cidadania,Mais  Investimento para Efetivação das Políticas Públicase e Garantia de Cirurgias reparadores para Pessoas com Sequelas Hanseníase.,"No Amazonas o único hospital Geral Geraldo da Rocha que era referencia e contrareferencia no atendimento  as pessoas com sequelas da hanseníase, foi descofigurado pelo então governo estadual, hoje passou a ser um hospital de retaguarda desse modo deixou de atender o público os remanescentes da Colônia Antonio Aleixo e demais municipios do Amazonas que necessita das cirurgias repadoras de pequenas, médias e alta complexidade. Com a falta de cirurgião ortopedista no local pessoas estão morrendo."
