Categoria,Texto
Direitos Humanos e Cidadania,"Direito igualitário.. Sem distinção de raça, sem preconceito, salário igualitário para homens e mulheres que exercem a mesma função e mais facilidade para classe baixa entrar em uma faculdade."
Direitos Humanos e Cidadania,"Proposta ""Lixo"". Cada bairro ter direito a um latão de lixo de reciclágem. No interior de São Paulo é uma realidade complicada.

Assim, invés de colocar o lixo em frente da casa para o lixeiro pegar, colocassse em cada ala. Ademais, cada ala poderia ser a seção: papel, metal, vidro, plástico, orgânicos.  

Isso ajudaria o meio ambiente e contribuiria ao papel dos catadores,"
Cidades,Árvores frutiferas. Plantação de árvores frutíferas nos parques e beira de rodovias para alimentação dos animais silvestres.
Saúde,"Federalização do novo Hospital Regional de Guajará-Mirim/RO, como Hospital Transfronteiriço Amazônico.. Conclusão da obra do novo Hospital Regional de Guajará-Mirim/Rondônia, na fronteira com a cidade-gêmea de Guayaramerín, Beni, Bolívia, repassando a gestão do Hospital ao Governo Federal. Tal medida faz-se urgente diante da complexidade econômica, geográfica, sociocultural e de indicadores sanitários da Região, que se encontra em delicada crise econômica, já que o município tem 93% da área protegida por Reservas Extrativistas, Biológicas, Parques Nacionais e TIs (>52% da pop. indígena de RO)"
Transportes,"Duplicação da BR-262. A BR-262 é uma rodovia muito importante para Araxá e região, porém possui um tráfego muito intenso, causando vários acidentes e ceifando várias vidas do nosso povo.
A duplicação é extremamente necessária, pois irá trazer maior segurança e facilidade no escoamento da produção em nossos municípios."
Justiça e Segurança Pública,Implantação sãs Guardas Municpais em cidades que já prestaram concursos. Fazer com que os gestores implante as guardas municipais nas cidades onde foram prestado concurso públicos para que possam trabalhar na área
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Criação de Agroindústria para Combate à Fome. Proposta de criação de uma Agroindústria Estatal para receber produtos cultivados em terras abandonadas da União, com o objetivo de combater a fome. Essas instalações seriam responsáveis pelo processamento dos alimentos, visando garantir a segurança alimentar e o combate à insegurança alimentar no país."
Previdência Social,"Criação Cartao Renda Básica com créditos para adquirir produtos exclusivos de uma Agroindústria Estatal. Poderia-se entre outras coisas realizar parcerias com redes de  Supermercados para manterem em seus estoques esses item e através de um Cartão Renda Básica, com um tipo de crédito e não dinheiro, os beneficiários poderiam obter os itens exclusivos da Agroindústria nos supermercados.
Essa abordagem inovadora, baseada na convergência entre agricultura, tecnologia e inclusão social, tem o potencial de transformar áreas ociosas em espaços produtivos, gerando benefícios econômicos, sociais e ambienta"
"Desenvolvimento e Assistência Social, Família e Combate à Fome","Gastos sociais. Social. Ter cnh social em todos os estados, pois o custo para adiquirir, cnh e alto e  o processo ser menos burocracticonos trâmites da CNH"
"Ciência, Tecnologia e Inovação","Utilização de IA para Aprimorar a Agroindústria e Distribuição de Alimentos. Propomos a incorporação de inteligência artificial na agroindústria, visando melhorar os processos de distribuição. Por meio de algoritmos avançados, a IA seria utilizada para selecionar rotas eficientes e otimizar a estocagem dos produtos nos pontos de distribuição, de acordo com as necessidades específicas de cada área em uma cidade. Isso possibilitaria uma distribuição mais precisa e eficiente dos alimentos evitando desperdício e levando na quantidade e locais necessários os diversos produtos"
Saúde,Saúde  piso salarial . Piso salarial  digno!
Meio Ambiente e Mudança do Clima,"Criação de Núcleos de Educação Ambiental e Mudanças Climáticas nas universidades com foco em mentoria para empregos e empreendimentos sustentáveis. O Governo Federal deve colocar em seu plano Plurianual recursos financeiros no Ministério do Meio Ambiente para a Criação e estruturação de Núcleos de Educação Ambiental e Mudanças Climáticas que desenvolvam programas de Educação Ambiental para seus territórios, ao mesmo tempo que juntamente desenvolvam mentoria para a geração de emprego e renda para jovens em start-ups com negócios e empreendimentos sustentáveis, e que viabilizem tecnologias e criação de novos empregos."
Cidades,Segurança Pública. Que seja mantido em cada esquina de rua uma viatura de polícia mantendo a ordem pública em harmonia e na prevenção de distúrbios urbanos.
Secretaria Geral da Presidência da República,"Servidores municipais . Repasse direto para conta dos servidores municipais , com salários atrasados. Prefeituras vem se utilizando  de verbas destinadas a pagamento da folha de seus servidores, para uso político e eleitoral .deixando servidores sem o seu sustento. As verbas federais, quando  ocorrer estes adventos  devem ser usadas para pagamento  dos servidores . Os repasses para contas da prefeituras devem cessar e ir direto para as contas dos servidores"
Meio Ambiente e Mudança do Clima,"Educação Ambiental Intinerante: Projeto EA pelo Brasil! . Financiamento de Programa de Educação Ambiental Itinerante: 
Cada Estado mais vulnerável ambientalmente, terá um caminhão com ferramentas e equipe de educadores ambientais para atuarem levando teatro, cinema, oficinas universalizando a Educação para as Mudanças Climáticas. 
Abre-se edital pra participação de empresas que executem a proposta."
Cidades,"Mais eficiência em coleta de resíduos. Principalmente nos grandes centros urbanos, a coleta de lixo domiciliar está ineficiente e insuficiente. Há que aumentar o investimento neste setor de coleta, a frequência de coleta, e, sobretudo, serem feitas campanhas informativas e educativas à população, a que saiba o que pode fazer e como fazer devidamente. É de suma importância que nos dias de hoje toda a população saiba sobre sua responsabilidade dentro do sistema de descarte e coleta já que toda a deficiência neste campo afeta toda vida."
Saúde,Piso da enfermagem . Não aceito estipular carga horária para pagamento do piso da enfermagem
"Desenvolvimento, Indústria, Comércio e Serviços",Estado Socialista. Estado decidindo acerca da produção e distribuição de bens e serviços à população.
Educação,Instituir Educação Ambiental e Oceânica  . Está mais que na hora de a Educação Ambiental junto à Educação Oceânica- que demonstram a importância dos biomas e ecossistemas para a vida humana- serem oferecidas às pessoas desde as escolas e espaços de convivência educacionais e culturais.
Controladoria-Geral da União,"Salário mínimo obrigatório para políticos.. Proponho que todos os políticos e magistrados,parem de usar o dinheiro público em seu próprio benefício,já que se a grande maioria da população recebe1.200,reais por mês e não recebe auxílio,porque os senhores que ganham mais de dez mil reais por mês,tem direito de receber auxílio palito,moradia, combustível,passagens aéreas ,sem precisar mexer no salário.Minha proposta é que todos os políticos passem a viver com 1.200por mês como há todo cidadão honesto deste país."
Desenvolvimento Agrário e Agricultura Familiar,Só produtos da roça e o nome que se dá au nosso produto da roça e com tudo isto vamos ter uma energia voltada . Só produtos da roça precisando de uma energia com rentabilidade aqui na minha horta trabalho com todos os tipos de verduras e atendo a prefeitura municipal de Timóteo mg com todos os folhosos etc
Trabalho e Emprego,"Fomento aos Empreendimentos Econômicos Solidários,  a partir dos Eixos da Economia Solidária, deliberados pelo Fórum Brasileiro de Economia Solidária.. Fomentar e integrar políticas para o fortalecimento da economia popular e solidária nos âmbitos federal, estadual e municipal, articuladas com o Fórum Brasileiro de Economia Solidária, com base no trabalho associado e autogestionário, nos Eixos de Organização sociocomunitária, Formação e assessoria técnica, Investimentos e finanças solidárias e Organização da Comercialização solidária, com ênfase em educação popular, respeitando a diversidade sociocultural e territorial nas suas iniciativas."
Educação,Aumento de vagas no SISU e Prouni. Gostaria que fossem disponibilizadas mais vagas para adentrar nas universidades federais.
Esporte,"Verba para competições esportivas escolares . Proporcionar recursos para viabilizar competições escolares. Transporte, alimentação, uniformes, etc. Os municípios alegam possuir recursos muitos escassos para tais eventos."
Educação,"Apoio Educacional especializado . Embora a lei defenda que cada aluno com deficiência ou necessidade especial tenha direito a um apoio especializado, a lei não é aplicada como deve. É necessário que cada família entre com recurso legal para exigir o direito do seu familiar. O que torna a lei da inclusão uma letra morta. Se a educação inclusiva é um direito de todos, que ela deva ser cumprida na forma da lei. Os Alunos sofrem com as negligências da educação, assim como seus colegas e educadores."
Educação,"Isenção de impostos para professores. Isentar professores(as) de impostos quando a compra for para o exercício da profissão. Papelarias, Mercados e Postos de gasolina receberiam está permissão por convênio."
